Name,CAS,Clean_Name,Source_File
"3,3'-(octane-1,8-diyl)bis(1-methyl-1H-imidazol-3-ium) (R)-2-((S)-1,2-dihydroxyethyl)-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate",2250311-20-5,3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) (R)-2-((S)-1 2-DIHYDROXYETHYL)-4-HYDROXY-5-OXO-2 5-DIHYDROFURAN-3-OLATE,polycharged.csv
"3,3'-(octane-1,8-diyl)bis(1-methyl-1H-imidazol-3-ium) bromide",349081-25-0,3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3'-(octane-1,8-diyl)bis(1-methyl-1H-imidazol-3-ium) L-leucinate",1854013-23-2,3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) L-LEUCINATE,polycharged.csv
"3,3'-(octane-1,8-diyl)bis(1-methyl-1H-imidazol-3-ium) L-methioninate",1831087-23-0,3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) L-METHIONINATE,polycharged.csv
"3,3'-(octane-1,8-diyl)bis(1-methyl-1H-imidazol-3-ium) L-phenylalaninate",1854013-20-9,3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) L-PHENYLALANINATE,polycharged.csv
"3,3'-(pentane-1,5-diyl)bis(1-(2-hydroxydodecyl)-1H-imidazol-3-ium) bromide",1393709-06-2,3 3 -(PENTANE-1 5-DIYL)BIS(1-(2-HYDROXYDODECYL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3'-(propane-1,3-diyl)bis(1-(2-hydroxydodecyl)-1H-imidazol-3-ium) bromide",1393709-04-0,3 3 -(PROPANE-1 3-DIYL)BIS(1-(2-HYDROXYDODECYL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-((2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene))tris(1-((S)-1-(dodecylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bromide",2304968-80-5,3 3 3 -((2 4 6-TRIMETHYLBENZENE-1 3 5-TRIYL)TRIS(METHYLENE))TRIS(1-((S)-1-(DODECYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-((2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene))tris(1-((S)-3-methyl-1-(methylamino)-1-oxobutan-2-yl)-1H-imidazol-3-ium) bromide",2304968-86-1,3 3 3 -((2 4 6-TRIMETHYLBENZENE-1 3 5-TRIYL)TRIS(METHYLENE))TRIS(1-((S)-3-METHYL-1-(METHYLAMINO)-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(benzylamino)-1-oxo-3-phenylpropan-2-yl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",2756027-73-1,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(BENZYLAMINO)-1-OXO-3-PHENYLPROPAN-2-YL)-1H-IMIDAZOL-3-IUM) BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(benzylamino)-1-oxo-3-phenylpropan-2-yl)-1H-imidazol-3-ium) bromide",2751722-93-5,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(BENZYLAMINO)-1-OXO-3-PHENYLPROPAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(benzylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",2751722-95-7,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(BENZYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(benzylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bromide",2751722-89-9,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(BENZYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(butylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bromide",2751722-87-7,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(BUTYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(dodecylamino)-1-oxo-3-phenylpropan-2-yl)-1H-imidazol-3-ium) bromide",2751722-91-3,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(DODECYLAMINO)-1-OXO-3-PHENYLPROPAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(dodecylamino)-1-oxo-3-phenylpropan-2-yl)-1H-imidazol-3-ium) tris(bis((trifluoromethyl)sulfonyl)imide)",2756027-71-9,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(DODECYLAMINO)-1-OXO-3-PHENYLPROPAN-2-YL)-1H-IMIDAZOL-3-IUM) TRIS(BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE),polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(dodecylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",2751722-94-6,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(DODECYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"3,3',3''-(benzene-1,3,5-triyltris(methylene))tris(1-((S)-1-(dodecylamino)-3-methyl-1-oxobutan-2-yl)-1H-imidazol-3-ium) bromide",2304968-60-1,3 3 3 -(BENZENE-1 3 5-TRIYLTRIS(METHYLENE))TRIS(1-((S)-1-(DODECYLAMINO)-3-METHYL-1-OXOBUTAN-2-YL)-1H-IMIDAZOL-3-IUM) BROMIDE,polycharged.csv
"3-acetoxy-2,4-dimethyl-5-((tri-p-tolylphosphonio)methyl)pyridin-1-ium chloride",,3-ACETOXY-2 4-DIMETHYL-5-((TRI-P-TOLYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
3-hydroxy-2-((tri(thiophen-2-yl)phosphonio)methyl)pyridin-1-ium chloride,2043361-89-1,3-HYDROXY-2-((TRI(THIOPHEN-2-YL)PHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
3-hydroxy-2-((tributylphosphonio)methyl)pyridin-1-ium chloride,2043361-85-7,3-HYDROXY-2-((TRIBUTYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
3-hydroxy-2-((triphenylphosphonio)methyl)pyridin-1-ium chloride,2043361-83-5,3-HYDROXY-2-((TRIPHENYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
3-hydroxy-2-((tri-p-tolylphosphonio)methyl)pyridin-1-ium chloride,2043361-87-9,3-HYDROXY-2-((TRI-P-TOLYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
3-hydroxy-2-((tris(4-fluorophenyl)phosphonio)methyl)pyridin-1-ium chloride,2043361-91-5,3-HYDROXY-2-((TRIS(4-FLUOROPHENYL)PHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
"3-hydroxy-2,4-dimethyl-5-((tributylphosphonio)methyl)pyridin-1-ium chloride",2043362-07-6,3-HYDROXY-2 4-DIMETHYL-5-((TRIBUTYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
"3-hydroxy-2,4-dimethyl-5-((triphenylphosphonio)methyl)pyridin-1-ium chloride",2043362-03-2,3-HYDROXY-2 4-DIMETHYL-5-((TRIPHENYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
"3-hydroxy-2,4-dimethyl-5-((tri-p-tolylphosphonio)methyl)pyridin-1-ium chloride",2043362-05-4,3-HYDROXY-2 4-DIMETHYL-5-((TRI-P-TOLYLPHOSPHONIO)METHYL)PYRIDIN-1-IUM CHLORIDE,polycharged.csv
"bis(dimethylamino)methaniminium (4-amino-1-hydroxybutane-1,1-diyl)bis(hydrogen phosphonate)",,BIS(DIMETHYLAMINO)METHANIMINIUM (4-AMINO-1-HYDROXYBUTANE-1 1-DIYL)BIS(HYDROGEN PHOSPHONATE),polycharged.csv
"N-(2-hydroxyethyl)-N,N-dimethylpentan-1-aminium 4-((1-carboxylatoethyl)amino)-4-oxobutanoate",,N-(2-HYDROXYETHYL)-N N-DIMETHYLPENTAN-1-AMINIUM 4-((1-CARBOXYLATOETHYL)AMINO)-4-OXOBUTANOATE,polycharged.csv
"N1,N1,N10,N10-tetrakis(2-hydroxyethyl)-N1,N10-dimethyldecane-1,10-diaminium acetate",,N1 N1 N10 N10-TETRAKIS(2-HYDROXYETHYL)-N1 N10-DIMETHYLDECANE-1 10-DIAMINIUM ACETATE,polycharged.csv
"N1,N1,N4,N4-tetrakis(2-hydroxyethyl)-N1,N4-dimethylbutane-1,4-diaminium acetate",,N1 N1 N4 N4-TETRAKIS(2-HYDROXYETHYL)-N1 N4-DIMETHYLBUTANE-1 4-DIAMINIUM ACETATE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium acetate",,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM ACETATE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium acetylalaninate",,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM ACETYLALANINATE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium acetylglycinate",,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM ACETYLGLYCINATE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium acetylphenylalaninate",,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM ACETYLPHENYLALANINATE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium bromide",1068-08-2,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM BROMIDE,polycharged.csv
"N1,N1,N6,N6-tetrakis(2-hydroxyethyl)-N1,N6-dimethylhexane-1,6-diaminium butyrate",,N1 N1 N6 N6-TETRAKIS(2-HYDROXYETHYL)-N1 N6-DIMETHYLHEXANE-1 6-DIAMINIUM BUTYRATE,polycharged.csv
"N1,N4-bis(2-hydroxyethyl)-N1,N1,N4,N4-tetramethylbutane-1,4-diaminium bis((trifluoromethyl)sulfonyl)imide",2649461-59-4,N1 N4-BIS(2-HYDROXYETHYL)-N1 N1 N4 N4-TETRAMETHYLBUTANE-1 4-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"N1,N4-bis(2-hydroxyethyl)-N1,N1,N4,N4-tetramethylbutane-1,4-diaminium bromide",1068-36-6,N1 N4-BIS(2-HYDROXYETHYL)-N1 N1 N4 N4-TETRAMETHYLBUTANE-1 4-DIAMINIUM BROMIDE,polycharged.csv
"N1,N6-bis(2-hydroxyethyl)-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bis((trifluoromethyl)sulfonyl)imide",2382888-36-8,N1 N6-BIS(2-HYDROXYETHYL)-N1 N1 N6 N6-TETRAMETHYLHEXANE-1 6-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"N1,N6-bis(2-hydroxyethyl)-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",2337-75-9,N1 N6-BIS(2-HYDROXYETHYL)-N1 N1 N6 N6-TETRAMETHYLHEXANE-1 6-DIAMINIUM BROMIDE,polycharged.csv
"N1,N6-didodecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",18507-15-8,N1 N6-DIDODECYL-N1 N1 N6 N6-TETRAMETHYLHEXANE-1 6-DIAMINIUM BROMIDE,polycharged.csv
"N1,N8-bis(2-hydroxyethyl)-N1,N1,N8,N8-tetramethyloctane-1,8-diaminium bis((trifluoromethyl)sulfonyl)imide",2649461-60-7,N1 N8-BIS(2-HYDROXYETHYL)-N1 N1 N8 N8-TETRAMETHYLOCTANE-1 8-DIAMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,polycharged.csv
"N1,N8-bis(2-hydroxyethyl)-N1,N1,N8,N8-tetramethyloctane-1,8-diaminium bromide",58537-41-0,N1 N8-BIS(2-HYDROXYETHYL)-N1 N1 N8 N8-TETRAMETHYLOCTANE-1 8-DIAMINIUM BROMIDE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM (2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANOATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium (7,7-dimethyl-2-oxobicyclo[2.2.1]heptan-1-yl)methanesulfonate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM (7 7-DIMETHYL-2-OXOBICYCLO 2 2 1 HEPTAN-1-YL)METHANESULFONATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium 1-((2-ethylhexyl)oxy)-4-(heptan-3-yloxy)-1,4-dioxobutane-2-sulfonate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM 1-((2-ETHYLHEXYL)OXY)-4-(HEPTAN-3-YLOXY)-1 4-DIOXOBUTANE-2-SULFONATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium 4-methylbenzenesulfonate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM 4-METHYLBENZENESULFONATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium dodecyl sulfate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM DODECYL SULFATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium hexane-1-sulfonate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM HEXANE-1-SULFONATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium methanesulfonate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM METHANESULFONATE,polycharged.csv
"N4-(7-chloroquinolin-4-yl)-N1-ethyl-N1-(2-hydroxyethyl)pentane-1,4-diaminium sulfate",,N4-(7-CHLOROQUINOLIN-4-YL)-N1-ETHYL-N1-(2-HYDROXYETHYL)PENTANE-1 4-DIAMINIUM SULFATE,polycharged.csv
"N-ethyl-2-hydroxy-N,N-dimethylethan-1-aminium 4-((1-carboxylatoethyl)amino)-4-oxobutanoate",,N-ETHYL-2-HYDROXY-N N-DIMETHYLETHAN-1-AMINIUM 4-((1-CARBOXYLATOETHYL)AMINO)-4-OXOBUTANOATE,polycharged.csv
(E)-1-decyl-4-((hydroxyimino)methyl)pyridin-1-ium bromide,159218-40-3,(E)-1-DECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-1-dodecyl-4-((hydroxyimino)methyl)pyridin-1-ium bromide,62036-67-3,(E)-1-DODECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-1-hexadecyl-4-((hydroxyimino)methyl)pyridin-1-ium bromide,74160-03-5,(E)-1-HEXADECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-4-((hydroxyimino)methyl)-1-icosylpyridin-1-ium bromide,1702697-92-4,(E)-4-((HYDROXYIMINO)METHYL)-1-ICOSYLPYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-4-((hydroxyimino)methyl)-1-octadecylpyridin-1-ium bromide,919281-14-4,(E)-4-((HYDROXYIMINO)METHYL)-1-OCTADECYLPYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-4-((hydroxyimino)methyl)-1-octylpyridin-1-ium bromide,81593-18-2,(E)-4-((HYDROXYIMINO)METHYL)-1-OCTYLPYRIDIN-1-IUM BROMIDE,pyridinium.csv
(E)-4-((hydroxyimino)methyl)-1-tetradecylpyridin-1-ium bromide,433692-36-5,(E)-4-((HYDROXYIMINO)METHYL)-1-TETRADECYLPYRIDIN-1-IUM BROMIDE,pyridinium.csv
"1-(((2R,3R,4S)-3,4-dimethoxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3R 4S)-3 4-DIMETHOXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3R,4S)-3,4-dipropoxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3R 4S)-3 4-DIPROPOXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3R,4S,5R,6R)-3,4,5,6-tetramethoxytetrahydro-2H-pyran-2-yl)methyl)pyridin-1-ium 4-methylbenzenesulfonate",,1-(((2R 3R 4S 5R 6R)-3 4 5 6-TETRAMETHOXYTETRAHYDRO-2H-PYRAN-2-YL)METHYL)PYRIDIN-1-IUM 4-METHYLBENZENESULFONATE,pyridinium.csv
"1-(((2R,3R,4S,5R,6R)-3,4,5,6-tetramethoxytetrahydro-2H-pyran-2-yl)methyl)pyridin-1-ium methanesulfonate",,1-(((2R 3R 4S 5R 6R)-3 4 5 6-TETRAMETHOXYTETRAHYDRO-2H-PYRAN-2-YL)METHYL)PYRIDIN-1-IUM METHANESULFONATE,pyridinium.csv
"1-(((2R,3R,4S,5R,6R)-3,4,5,6-tetramethoxytetrahydro-2H-pyran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3R 4S 5R 6R)-3 4 5 6-TETRAMETHOXYTETRAHYDRO-2H-PYRAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3R,4S,5R,6R)-6-(allyloxy)-3,4,5-trimethoxytetrahydro-2H-pyran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3R 4S 5R 6R)-6-(ALLYLOXY)-3 4 5-TRIMETHOXYTETRAHYDRO-2H-PYRAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3R,4S,5R,6S)-3,4,5,6-tetramethoxytetrahydro-2H-pyran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3R 4S 5R 6S)-3 4 5 6-TETRAMETHOXYTETRAHYDRO-2H-PYRAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3S,4R)-3,4-dimethoxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3S 4R)-3 4-DIMETHOXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3S,4S)-3,4-dihydroxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3S 4S)-3 4-DIHYDROXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2R,3S,4S)-3,4-dimethoxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2R 3S 4S)-3 4-DIMETHOXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-(((2S,3S,4S)-3,4-dimethoxytetrahydrofuran-2-yl)methyl)pyridin-1-ium trifluoromethanesulfonate",,1-(((2S 3S 4S)-3 4-DIMETHOXYTETRAHYDROFURAN-2-YL)METHYL)PYRIDIN-1-IUM TRIFLUOROMETHANESULFONATE,pyridinium.csv
"1-((heptyloxy)methyl)-3-hydroxypyridin-1-ium 3-oxo-3H-benzo[d]isothiazol-2-ide 1,1-dioxide",1127350-83-7,1-((HEPTYLOXY)METHYL)-3-HYDROXYPYRIDIN-1-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,pyridinium.csv
"1-((heptyloxy)methyl)-3-hydroxypyridin-1-ium 6-methyl-4-oxo-4H-1,2,3-oxathiazin-3-ide 2,2-dioxide",1127350-77-9,1-((HEPTYLOXY)METHYL)-3-HYDROXYPYRIDIN-1-IUM 6-METHYL-4-OXO-4H-1 2 3-OXATHIAZIN-3-IDE 2 2-DIOXIDE,pyridinium.csv
1-((heptyloxy)methyl)-3-hydroxypyridin-1-ium chloride,454234-74-3,1-((HEPTYLOXY)METHYL)-3-HYDROXYPYRIDIN-1-IUM CHLORIDE,pyridinium.csv
"1-((hexyloxy)methyl)-3-hydroxypyridin-1-ium 3-oxo-3H-benzo[d]isothiazol-2-ide 1,1-dioxide",1127350-82-6,1-((HEXYLOXY)METHYL)-3-HYDROXYPYRIDIN-1-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,pyridinium.csv
"1-((hexyloxy)methyl)-3-hydroxypyridin-1-ium 6-methyl-4-oxo-4H-1,2,3-oxathiazin-3-ide 2,2-dioxide",1127350-76-8,1-((HEXYLOXY)METHYL)-3-HYDROXYPYRIDIN-1-IUM 6-METHYL-4-OXO-4H-1 2 3-OXATHIAZIN-3-IDE 2 2-DIOXIDE,pyridinium.csv
1-((methylthio)methyl)pyridin-1-ium chloride,5983-12-0,1-((METHYLTHIO)METHYL)PYRIDIN-1-IUM CHLORIDE,pyridinium.csv
"1-(1-(2,3-dihydroxypropoxy)hexadecan-2-yl)pyridin-1-ium bromide;1-(2-(2,3-dihydroxypropoxy)hexadecyl)pyridin-1-ium bromide (50/50 isomer ratio)",1111653-59-8;1111653-60-1,1-(1-(2 3-DIHYDROXYPROPOXY)HEXADECAN-2-YL)PYRIDIN-1-IUM BROMIDE 1-(2-(2 3-DIHYDROXYPROPOXY)HEXADECYL)PYRIDIN-1-IUM BROMIDE (50/50 ISOMER RATIO),pyridinium.csv
"1-(2-(2,3-dihydroxypropoxy)dodecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)dodecan-2-yl)pyridin-1-ium bromide (46/54 isomer ratio)",1111653-54-3;1111653-53-2,1-(2-(2 3-DIHYDROXYPROPOXY)DODECYL)PYRIDIN-1-IUM BROMIDE 1-(1-(2 3-DIHYDROXYPROPOXY)DODECAN-2-YL)PYRIDIN-1-IUM BROMIDE (46/54 ISOMER RATIO),pyridinium.csv
"1-(2-(2,3-dihydroxypropoxy)octadecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)octadecan-2-yl)pyridin-1-ium bromide (56/44 isomer ratio)",1111653-62-3;1111653-61-2,1-(2-(2 3-DIHYDROXYPROPOXY)OCTADECYL)PYRIDIN-1-IUM BROMIDE 1-(1-(2 3-DIHYDROXYPROPOXY)OCTADECAN-2-YL)PYRIDIN-1-IUM BROMIDE (56/44 ISOMER RATIO),pyridinium.csv
"1-(2-(2,3-dihydroxypropoxy)tetradecyl)pyridin-1-ium bromide;1-(1-(2,3-dihydroxypropoxy)tetradecan-2-yl)pyridin-1-ium bromide  (50/50 isomer ratio)",1111653-57-6;1111653-55-4,1-(2-(2 3-DIHYDROXYPROPOXY)TETRADECYL)PYRIDIN-1-IUM BROMIDE 1-(1-(2 3-DIHYDROXYPROPOXY)TETRADECAN-2-YL)PYRIDIN-1-IUM BROMIDE (50/50 ISOMER RATIO),pyridinium.csv
1-(2-(cinnamoyloxy)ethyl)pyridin-1-ium chloride,,1-(2-(CINNAMOYLOXY)ETHYL)PYRIDIN-1-IUM CHLORIDE,pyridinium.csv
1-(2-(decyloxy)-2-oxoethyl)-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium bromide,2097086-65-0,1-(2-(DECYLOXY)-2-OXOETHYL)-3-(1-METHYLPYRROLIDIN-2-YL)PYRIDIN-1-IUM BROMIDE,pyridinium.csv
1-(2-(decyloxy)-2-oxoethyl)pyridin-1-ium chloride,4987-82-0,1-(2-(DECYLOXY)-2-OXOETHYL)PYRIDIN-1-IUM CHLORIDE,pyridinium.csv
1-(2-(dodecyloxy)-2-oxoethyl)-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium bromide,2097086-67-2,1-(2-(DODECYLOXY)-2-OXOETHYL)-3-(1-METHYLPYRROLIDIN-2-YL)PYRIDIN-1-IUM BROMIDE,pyridinium.csv
1-(2-(dodecyloxy)-2-oxoethyl)pyridin-1-ium chloride,36528-42-4,1-(2-(DODECYLOXY)-2-OXOETHYL)PYRIDIN-1-IUM CHLORIDE,pyridinium.csv
